,rownames.result_mat..ind...1..,colnames.result_mat..ind...2..,result_mat.lower.tri.result_mat..
2798,col76_day40_14may2021_E.png,col61_day81_24June2021_E.png,5.26E-57
2799,col76_day40_14may2021_W.png,col61_day81_24June2021_E.png,5.86E-75
2800,col76_day50_24may2021_E.png,col61_day81_24June2021_E.png,3.85E-52
2801,col76_day50_24may2021_W.png,col61_day81_24June2021_E.png,3.12E-52
2802,col76_day60_03June2021_E.png,col61_day81_24June2021_E.png,4.51E-25
2803,col76_day60_03June2021_W.png,col61_day81_24June2021_E.png,1.50E-46
2804,col76_day71_14June2021_E.png,col61_day81_24June2021_E.png,3.75E-77
2805,col76_day71_14June2021_W.png,col61_day81_24June2021_E.png,2.57E-50
2806,col76_day81_24June2021_E.png,col61_day81_24June2021_E.png,1.07E-130
2807,col76_day81_24June2021_W.png,col61_day81_24June2021_E.png,5.53E-110
2808,col76_day89_02July2021_E.png,col61_day81_24June2021_E.png,7.31E-115
2809,col76_day89_02July2021_W.png,col61_day81_24June2021_E.png,1.06E-118
2810,col77_day151_02September2021_E.png,col61_day81_24June2021_E.png,2.53E-216
2811,col77_day151_02September2021_W.png,col61_day81_24June2021_E.png,5.04E-277
2812,col77_day159_10September2021_E.png,col61_day81_24June2021_E.png,9.46E-146
2813,col77_day159_10September2021_W.png,col61_day81_24June2021_E.png,4.19E-164
2814,col77_day170_21September2021_E.png,col61_day81_24June2021_E.png,2.20E-90
2815,col77_day170_21September2021_W.png,col61_day81_24June2021_E.png,1.68E-108
2816,col77_day180_1October2021_E.png,col61_day81_24June2021_E.png,7.14E-140
2817,col77_day180_1October2021_W.png,col61_day81_24June2021_E.png,1.08E-145
2818,col77_day190_11October2021_E.png,col61_day81_24June2021_E.png,1.66E-121
2819,col77_day190_11October2021_W.png,col61_day81_24June2021_E.png,1.38E-137
2820,col77_day200_21October2021_E.png,col61_day81_24June2021_E.png,7.18E-299
2821,col77_day200_21October2021_W.png,col61_day81_24June2021_E.png,8.55E-288
2822,col77_day208_29October2021_E.png,col61_day81_24June2021_E.png,1.29E-243
2823,col77_day208_29October2021_W.png,col61_day81_24June2021_E.png,7.43890992020699e-316
2824,col77_day221_11November2021_E.png,col61_day81_24June2021_E.png,9.22428146657182e-312
2825,col77_day221_11November2021_W.png,col61_day81_24June2021_E.png,0
2826,col77_day229_19November2021_E.png,col61_day81_24June2021_E.png,1.60E-305
2827,col77_day229_19November2021_W.png,col61_day81_24June2021_E.png,0
2828,col77_day241_01December2021_E.png,col61_day81_24June2021_E.png,1.49E-245
2829,col77_day241_01December2021_W.png,col61_day81_24June2021_E.png,2.35505989785729e-316
2830,East_day105_16Apr2013_N.png,col61_day81_24June2021_E.png,3.69E-288
2831,East_day105_16Apr2013_S.png,col61_day81_24June2021_E.png,1.39E-277
2832,East_day134_14May2013_N.png,col61_day81_24June2021_E.png,2.85E-137
2833,East_day134_14May2013_S.png,col61_day81_24June2021_E.png,1.51E-150
2834,East_day169_18Jun2013_N.png,col61_day81_24June2021_E.png,4.03E-123
2835,East_day169_18Jun2013_S.png,col61_day81_24June2021_E.png,9.63E-107
2836,East_day197_16July2013_N.png,col61_day81_24June2021_E.png,6.70E-269
2837,East_day197_16July2013_S.png,col61_day81_24June2021_E.png,3.41E-301
2838,East_day224_13Aug2013_N.png,col61_day81_24June2021_E.png,5.25E-74
2839,East_day224_13Aug2013_S.png,col61_day81_24June2021_E.png,1.06E-97
2840,East_day261_18Sep2013_N.png,col61_day81_24June2021_E.png,1.37E-110
2841,East_day261_18Sep2013_S.png,col61_day81_24June2021_E.png,1.70E-138
2842,North_day105_16Apr2013_E.png,col61_day81_24June2021_E.png,2.40E-162
2843,North_day105_16Apr2013_W.png,col61_day81_24June2021_E.png,1.40E-165
2844,North_day134_14May2013_E.png,col61_day81_24June2021_E.png,7.73E-162
2845,North_day134_14May2013_W.png,col61_day81_24June2021_E.png,9.85E-151
2846,North_day169_18Jun2013_E.png,col61_day81_24June2021_E.png,1.71E-156
2847,North_day169_18Jun2013_W.png,col61_day81_24June2021_E.png,6.57E-140
2848,North_day197_16July2013_E.png,col61_day81_24June2021_E.png,2.47E-146
2849,North_day197_16July2013_W.png,col61_day81_24June2021_E.png,2.67E-150
2850,North_day224_13Aug2013_E.png,col61_day81_24June2021_E.png,2.72E-137
2851,North_day224_13Aug2013_W.png,col61_day81_24June2021_E.png,1.18E-140
2852,North_day261_18Sep2013_E.png,col61_day81_24June2021_E.png,3.60E-166
2853,North_day261_18Sep2013_W.png,col61_day81_24June2021_E.png,9.34E-157
2854,Office_day105_16Apr2013_E.png,col61_day81_24June2021_E.png,0
2855,Office_day105_16Apr2013_W.png,col61_day81_24June2021_E.png,0
2856,Office_day134_14May2013_E.png,col61_day81_24June2021_E.png,1.21972820154178e-310
2857,Office_day134_14May2013_W.png,col61_day81_24June2021_E.png,5.07E-281
2858,Office_day169_18Jun2013_E.png,col61_day81_24June2021_E.png,9.96E-193
2859,Office_day169_18Jun2013_W.png,col61_day81_24June2021_E.png,1.63E-209
2860,Office_day197_16July2013_E.png,col61_day81_24June2021_E.png,9.51E-156
2861,Office_day197_16July2013_W.png,col61_day81_24June2021_E.png,1.11E-158
2862,Office_day224_13Aug2013_E.png,col61_day81_24June2021_E.png,3.11E-65
2863,Office_day224_13Aug2013_W.png,col61_day81_24June2021_E.png,1.03E-45
2864,Office_day261_18Sep2013_E.png,col61_day81_24June2021_E.png,1.17E-97
2865,Office_day261_18Sep2013_W.png,col61_day81_24June2021_E.png,2.80E-79
2866,South_day105_16Apr2013_E.png,col61_day81_24June2021_E.png,0
2867,South_day105_16Apr2013_W.png,col61_day81_24June2021_E.png,0
2868,South_day134_14May2013_E.png,col61_day81_24June2021_E.png,0
2869,South_day134_14May2013_W.png,col61_day81_24June2021_E.png,0
2870,South_day169_18Jun2013_E.png,col61_day81_24June2021_E.png,0
2871,South_day169_18Jun2013_W.png,col61_day81_24June2021_E.png,0
2872,South_day197_16July2013_E.png,col61_day81_24June2021_E.png,2.10E-140
2873,South_day197_16July2013_W.png,col61_day81_24June2021_E.png,3.05E-150
2874,South_day224_13Aug2013_E.png,col61_day81_24June2021_E.png,1.56E-225
2875,South_day224_13Aug2013_W.png,col61_day81_24June2021_E.png,6.83E-263
2876,South_day261_18Sep2013_E.png,col61_day81_24June2021_E.png,7.98E-132
2877,South_day261_18Sep2013_W.png,col61_day81_24June2021_E.png,4.73E-194
2878,col61_day89_02July2021_E.png,col61_day81_24June2021_W.png,0.003038374
2879,col61_day89_02July2021_W.png,col61_day81_24June2021_W.png,0.004440575
2880,col62_day120_02August2021_E.png,col61_day81_24June2021_W.png,1.79E-188
2881,col62_day120_02August2021_W.png,col61_day81_24June2021_W.png,3.09E-190
2882,col62_day129_11August2021_E.png,col61_day81_24June2021_W.png,3.06E-24
2883,col62_day129_11August2021_W.png,col61_day81_24June2021_W.png,1.41E-15
2884,col62_day141_23August2021_E.png,col61_day81_24June2021_W.png,4.76E-16
2885,col62_day141_23August2021_W.png,col61_day81_24June2021_W.png,5.65E-15
2886,col62_day151_02September2021_E.png,col61_day81_24June2021_W.png,4.03E-31
2887,col62_day151_02September2021_W.png,col61_day81_24June2021_W.png,0.062901711
2888,col62_day159_10September2021_E.png,col61_day81_24June2021_W.png,1.03E-16
2889,col62_day159_10September2021_W.png,col61_day81_24June2021_W.png,7.26E-26
2890,col62_day170_21September2021_E.png,col61_day81_24June2021_W.png,0.000103715
2891,col62_day170_21September2021_W.png,col61_day81_24June2021_W.png,2.89E-07
2892,col62_day180_01October2021_E.png,col61_day81_24June2021_W.png,1.67E-75
2893,col62_day180_01October2021_W.png,col61_day81_24June2021_W.png,2.20E-43
2894,col62_day190_11October2021_E.png,col61_day81_24June2021_W.png,5.13E-53
2895,col62_day190_11October2021_W.png,col61_day81_24June2021_W.png,6.31E-70
2896,col62_day200_21October2021_E.png,col61_day81_24June2021_W.png,2.27E-127
2897,col62_day200_21October2021_W.png,col61_day81_24June2021_W.png,2.26E-129
2898,col62_day208_29October2021_E.png,col61_day81_24June2021_W.png,4.52E-144
2899,col62_day208_29October2021_W.png,col61_day81_24June2021_W.png,2.10E-170
2900,col62_day221_11November2021_E.png,col61_day81_24June2021_W.png,5.33E-126
2901,col62_day221_11November2021_W.png,col61_day81_24June2021_W.png,5.40E-160
2902,col62_day229_19November2021_E.png,col61_day81_24June2021_W.png,2.37E-125
2903,col62_day229_19November2021_W.png,col61_day81_24June2021_W.png,9.01E-172
2904,col62_day241_01December2021_E.png,col61_day81_24June2021_W.png,2.33E-117
2905,col62_day241_01December2021_W.png,col61_day81_24June2021_W.png,7.74E-155
2906,col76_day10_14apr2021_E.png,col61_day81_24June2021_W.png,1.15E-213
2907,col76_day10_14apr2021_W.png,col61_day81_24June2021_W.png,4.04E-197
2908,col76_day100_13July2021_E.png,col61_day81_24June2021_W.png,8.96E-104
2909,col76_day100_13July2021_W.png,col61_day81_24June2021_W.png,6.40E-96
2910,col76_day101_14July2021_E.png,col61_day81_24June2021_W.png,4.04E-121
2911,col76_day101_14July2021_W.png,col61_day81_24June2021_W.png,9.53E-134
2912,col76_day110_23July2021_E.png,col61_day81_24June2021_W.png,1.35E-153
2913,col76_day110_23July2021_W.png,col61_day81_24June2021_W.png,1.39E-158
2914,col76_day120_02August2021_E.png,col61_day81_24June2021_W.png,2.67E-223
2915,col76_day120_02August2021_W.png,col61_day81_24June2021_W.png,3.94E-264
2916,col76_day129_11August2021_E.png,col61_day81_24June2021_W.png,2.56E-202
2917,col76_day129_11August2021_W.png,col61_day81_24June2021_W.png,3.28E-216
2918,col76_day141_23August2021_E.png,col61_day81_24June2021_W.png,8.45E-170
2919,col76_day141_23August2021_W.png,col61_day81_24June2021_W.png,2.80E-200
2920,col76_day20_24apr2021_E.png,col61_day81_24June2021_W.png,1.68E-07
2921,col76_day20_24apr2021_W.png,col61_day81_24June2021_W.png,7.95E-16
2922,col76_day32_6may2021_E.png,col61_day81_24June2021_W.png,7.34E-12
2923,col76_day32_6may2021_W.png,col61_day81_24June2021_W.png,1.09E-17
2924,col76_day40_14may2021_E.png,col61_day81_24June2021_W.png,3.66E-27
2925,col76_day40_14may2021_W.png,col61_day81_24June2021_W.png,7.02E-39
2926,col76_day50_24may2021_E.png,col61_day81_24June2021_W.png,1.71E-22
2927,col76_day50_24may2021_W.png,col61_day81_24June2021_W.png,1.04E-24
2928,col76_day60_03June2021_E.png,col61_day81_24June2021_W.png,2.32E-17
2929,col76_day60_03June2021_W.png,col61_day81_24June2021_W.png,3.41E-30
2930,col76_day71_14June2021_E.png,col61_day81_24June2021_W.png,8.03E-69
2931,col76_day71_14June2021_W.png,col61_day81_24June2021_W.png,6.28E-41
2932,col76_day81_24June2021_E.png,col61_day81_24June2021_W.png,1.29E-114
2933,col76_day81_24June2021_W.png,col61_day81_24June2021_W.png,1.17E-93
2934,col76_day89_02July2021_E.png,col61_day81_24June2021_W.png,2.24E-98
2935,col76_day89_02July2021_W.png,col61_day81_24June2021_W.png,4.47E-104
2936,col77_day151_02September2021_E.png,col61_day81_24June2021_W.png,4.37E-188
2937,col77_day151_02September2021_W.png,col61_day81_24June2021_W.png,4.35E-241
2938,col77_day159_10September2021_E.png,col61_day81_24June2021_W.png,1.65E-112
2939,col77_day159_10September2021_W.png,col61_day81_24June2021_W.png,1.27E-125
2940,col77_day170_21September2021_E.png,col61_day81_24June2021_W.png,8.85E-73
2941,col77_day170_21September2021_W.png,col61_day81_24June2021_W.png,1.68E-89
2942,col77_day180_1October2021_E.png,col61_day81_24June2021_W.png,2.95E-109
2943,col77_day180_1October2021_W.png,col61_day81_24June2021_W.png,2.38E-122
2944,col77_day190_11October2021_E.png,col61_day81_24June2021_W.png,2.55E-103
2945,col77_day190_11October2021_W.png,col61_day81_24June2021_W.png,9.57E-117
2946,col77_day200_21October2021_E.png,col61_day81_24June2021_W.png,2.07E-253
2947,col77_day200_21October2021_W.png,col61_day81_24June2021_W.png,5.65E-246
2948,col77_day208_29October2021_E.png,col61_day81_24June2021_W.png,1.71E-203
2949,col77_day208_29October2021_W.png,col61_day81_24June2021_W.png,3.03E-269
2950,col77_day221_11November2021_E.png,col61_day81_24June2021_W.png,4.96E-262
2951,col77_day221_11November2021_W.png,col61_day81_24June2021_W.png,8.96E-308
2952,col77_day229_19November2021_E.png,col61_day81_24June2021_W.png,1.70E-255
2953,col77_day229_19November2021_W.png,col61_day81_24June2021_W.png,9.47E-305
2954,col77_day241_01December2021_E.png,col61_day81_24June2021_W.png,3.91E-206
2955,col77_day241_01December2021_W.png,col61_day81_24June2021_W.png,1.85E-261
2956,East_day105_16Apr2013_N.png,col61_day81_24June2021_W.png,3.60E-231
2957,East_day105_16Apr2013_S.png,col61_day81_24June2021_W.png,2.64E-221
2958,East_day134_14May2013_N.png,col61_day81_24June2021_W.png,4.39E-87
2959,East_day134_14May2013_S.png,col61_day81_24June2021_W.png,6.57E-95
2960,East_day169_18Jun2013_N.png,col61_day81_24June2021_W.png,5.85E-113
2961,East_day169_18Jun2013_S.png,col61_day81_24June2021_W.png,5.74E-84
2962,East_day197_16July2013_N.png,col61_day81_24June2021_W.png,6.60E-219
2963,East_day197_16July2013_S.png,col61_day81_24June2021_W.png,6.50E-237
2964,East_day224_13Aug2013_N.png,col61_day81_24June2021_W.png,1.09E-89
2965,East_day224_13Aug2013_S.png,col61_day81_24June2021_W.png,5.02E-121
2966,East_day261_18Sep2013_N.png,col61_day81_24June2021_W.png,6.40E-106
2967,East_day261_18Sep2013_S.png,col61_day81_24June2021_W.png,7.44E-163
2968,North_day105_16Apr2013_E.png,col61_day81_24June2021_W.png,4.07E-142
2969,North_day105_16Apr2013_W.png,col61_day81_24June2021_W.png,1.53E-143
2970,North_day134_14May2013_E.png,col61_day81_24June2021_W.png,1.44E-140
2971,North_day134_14May2013_W.png,col61_day81_24June2021_W.png,1.14E-131
2972,North_day169_18Jun2013_E.png,col61_day81_24June2021_W.png,2.92E-136
2973,North_day169_18Jun2013_W.png,col61_day81_24June2021_W.png,1.42E-123
2974,North_day197_16July2013_E.png,col61_day81_24June2021_W.png,1.67E-121
2975,North_day197_16July2013_W.png,col61_day81_24June2021_W.png,9.57E-125
2976,North_day224_13Aug2013_E.png,col61_day81_24June2021_W.png,6.58E-123
2977,North_day224_13Aug2013_W.png,col61_day81_24June2021_W.png,7.24E-126
2978,North_day261_18Sep2013_E.png,col61_day81_24June2021_W.png,5.58E-137
2979,North_day261_18Sep2013_W.png,col61_day81_24June2021_W.png,1.51E-132
2980,Office_day105_16Apr2013_E.png,col61_day81_24June2021_W.png,0
2981,Office_day105_16Apr2013_W.png,col61_day81_24June2021_W.png,0
2982,Office_day134_14May2013_E.png,col61_day81_24June2021_W.png,2.34E-234
2983,Office_day134_14May2013_W.png,col61_day81_24June2021_W.png,2.77E-208
2984,Office_day169_18Jun2013_E.png,col61_day81_24June2021_W.png,7.18E-157
2985,Office_day169_18Jun2013_W.png,col61_day81_24June2021_W.png,2.59E-169
2986,Office_day197_16July2013_E.png,col61_day81_24June2021_W.png,2.76E-102
2987,Office_day197_16July2013_W.png,col61_day81_24June2021_W.png,8.73E-104
2988,Office_day224_13Aug2013_E.png,col61_day81_24June2021_W.png,2.30E-79
2989,Office_day224_13Aug2013_W.png,col61_day81_24June2021_W.png,7.14E-47
2990,Office_day261_18Sep2013_E.png,col61_day81_24June2021_W.png,2.07E-122
2991,Office_day261_18Sep2013_W.png,col61_day81_24June2021_W.png,4.49E-95
2992,South_day105_16Apr2013_E.png,col61_day81_24June2021_W.png,0
2993,South_day105_16Apr2013_W.png,col61_day81_24June2021_W.png,0
2994,South_day134_14May2013_E.png,col61_day81_24June2021_W.png,0
2995,South_day134_14May2013_W.png,col61_day81_24June2021_W.png,0
2996,South_day169_18Jun2013_E.png,col61_day81_24June2021_W.png,3.20983884690153e-310
2997,South_day169_18Jun2013_W.png,col61_day81_24June2021_W.png,2.34E-308
2998,South_day197_16July2013_E.png,col61_day81_24June2021_W.png,7.99E-88
2999,South_day197_16July2013_W.png,col61_day81_24June2021_W.png,4.24E-88
3000,South_day224_13Aug2013_E.png,col61_day81_24June2021_W.png,1.55E-269
3001,South_day224_13Aug2013_W.png,col61_day81_24June2021_W.png,9.6451104261436e-311
3002,South_day261_18Sep2013_E.png,col61_day81_24June2021_W.png,2.36E-163
3003,South_day261_18Sep2013_W.png,col61_day81_24June2021_W.png,3.11E-234
3004,col61_day89_02July2021_W.png,col61_day89_02July2021_E.png,1.51E-06
3005,col62_day120_02August2021_E.png,col61_day89_02July2021_E.png,4.64E-187
3006,col62_day120_02August2021_W.png,col61_day89_02July2021_E.png,4.99E-183
3007,col62_day129_11August2021_E.png,col61_day89_02July2021_E.png,1.22E-27
3008,col62_day129_11August2021_W.png,col61_day89_02July2021_E.png,4.58E-14
3009,col62_day141_23August2021_E.png,col61_day89_02July2021_E.png,1.05E-21
3010,col62_day141_23August2021_W.png,col61_day89_02July2021_E.png,9.15E-17
3011,col62_day151_02September2021_E.png,col61_day89_02July2021_E.png,3.92E-19
3012,col62_day151_02September2021_W.png,col61_day89_02July2021_E.png,0.593939329
3013,col62_day159_10September2021_E.png,col61_day89_02July2021_E.png,1.67E-18
3014,col62_day159_10September2021_W.png,col61_day89_02July2021_E.png,3.46E-34
3015,col62_day170_21September2021_E.png,col61_day89_02July2021_E.png,7.49E-05
3016,col62_day170_21September2021_W.png,col61_day89_02July2021_E.png,0.002548769
3017,col62_day180_01October2021_E.png,col61_day89_02July2021_E.png,1.08E-69
3018,col62_day180_01October2021_W.png,col61_day89_02July2021_E.png,8.72E-41
3019,col62_day190_11October2021_E.png,col61_day89_02July2021_E.png,3.87E-56
3020,col62_day190_11October2021_W.png,col61_day89_02July2021_E.png,2.01E-77
3021,col62_day200_21October2021_E.png,col61_day89_02July2021_E.png,4.13E-129
3022,col62_day200_21October2021_W.png,col61_day89_02July2021_E.png,1.74E-133
3023,col62_day208_29October2021_E.png,col61_day89_02July2021_E.png,1.28E-145
3024,col62_day208_29October2021_W.png,col61_day89_02July2021_E.png,3.45E-174
3025,col62_day221_11November2021_E.png,col61_day89_02July2021_E.png,9.52E-128
3026,col62_day221_11November2021_W.png,col61_day89_02July2021_E.png,2.30E-164
3027,col62_day229_19November2021_E.png,col61_day89_02July2021_E.png,1.65E-129
3028,col62_day229_19November2021_W.png,col61_day89_02July2021_E.png,2.22E-175
3029,col62_day241_01December2021_E.png,col61_day89_02July2021_E.png,1.42E-121
3030,col62_day241_01December2021_W.png,col61_day89_02July2021_E.png,4.03E-158
3031,col76_day10_14apr2021_E.png,col61_day89_02July2021_E.png,2.50E-181
3032,col76_day10_14apr2021_W.png,col61_day89_02July2021_E.png,5.74E-166
3033,col76_day100_13July2021_E.png,col61_day89_02July2021_E.png,1.97E-106
3034,col76_day100_13July2021_W.png,col61_day89_02July2021_E.png,1.39E-98
3035,col76_day101_14July2021_E.png,col61_day89_02July2021_E.png,6.87E-123
3036,col76_day101_14July2021_W.png,col61_day89_02July2021_E.png,1.76E-134
3037,col76_day110_23July2021_E.png,col61_day89_02July2021_E.png,9.37E-156
3038,col76_day110_23July2021_W.png,col61_day89_02July2021_E.png,3.73E-159
3039,col76_day120_02August2021_E.png,col61_day89_02July2021_E.png,2.34E-225
3040,col76_day120_02August2021_W.png,col61_day89_02July2021_E.png,5.77E-264
3041,col76_day129_11August2021_E.png,col61_day89_02July2021_E.png,7.02E-206
3042,col76_day129_11August2021_W.png,col61_day89_02July2021_E.png,1.98E-217
3043,col76_day141_23August2021_E.png,col61_day89_02July2021_E.png,1.26E-172
3044,col76_day141_23August2021_W.png,col61_day89_02July2021_E.png,2.86E-201
3045,col76_day20_24apr2021_E.png,col61_day89_02July2021_E.png,0.001177771
3046,col76_day20_24apr2021_W.png,col61_day89_02July2021_E.png,1.94E-08
3047,col76_day32_6may2021_E.png,col61_day89_02July2021_E.png,1.33E-06
3048,col76_day32_6may2021_W.png,col61_day89_02July2021_E.png,2.89E-11
3049,col76_day40_14may2021_E.png,col61_day89_02July2021_E.png,1.44E-22
3050,col76_day40_14may2021_W.png,col61_day89_02July2021_E.png,7.39E-32
3051,col76_day50_24may2021_E.png,col61_day89_02July2021_E.png,3.84E-17
3052,col76_day50_24may2021_W.png,col61_day89_02July2021_E.png,2.04E-21
3053,col76_day60_03June2021_E.png,col61_day89_02July2021_E.png,2.07E-23
3054,col76_day60_03June2021_W.png,col61_day89_02July2021_E.png,7.29E-32
3055,col76_day71_14June2021_E.png,col61_day89_02July2021_E.png,8.77E-72
3056,col76_day71_14June2021_W.png,col61_day89_02July2021_E.png,2.26E-44
3057,col76_day81_24June2021_E.png,col61_day89_02July2021_E.png,4.35E-115
3058,col76_day81_24June2021_W.png,col61_day89_02July2021_E.png,2.29E-94
3059,col76_day89_02July2021_E.png,col61_day89_02July2021_E.png,2.11E-98
3060,col76_day89_02July2021_W.png,col61_day89_02July2021_E.png,5.82E-106
3061,col77_day151_02September2021_E.png,col61_day89_02July2021_E.png,9.05E-187
3062,col77_day151_02September2021_W.png,col61_day89_02July2021_E.png,1.24E-238
3063,col77_day159_10September2021_E.png,col61_day89_02July2021_E.png,1.27E-107
3064,col77_day159_10September2021_W.png,col61_day89_02July2021_E.png,2.12E-119
3065,col77_day170_21September2021_E.png,col61_day89_02July2021_E.png,1.20E-72
3066,col77_day170_21September2021_W.png,col61_day89_02July2021_E.png,1.59E-89
3067,col77_day180_1October2021_E.png,col61_day89_02July2021_E.png,1.66E-104
3068,col77_day180_1October2021_W.png,col61_day89_02July2021_E.png,9.56E-121
3069,col77_day190_11October2021_E.png,col61_day89_02July2021_E.png,6.52E-104
3070,col77_day190_11October2021_W.png,col61_day89_02July2021_E.png,3.48E-117
3071,col77_day200_21October2021_E.png,col61_day89_02July2021_E.png,2.92E-250
3072,col77_day200_21October2021_W.png,col61_day89_02July2021_E.png,7.88E-244
3073,col77_day208_29October2021_E.png,col61_day89_02July2021_E.png,8.96E-201
3074,col77_day208_29October2021_W.png,col61_day89_02July2021_E.png,7.04E-267
3075,col77_day221_11November2021_E.png,col61_day89_02July2021_E.png,1.17E-258
3076,col77_day221_11November2021_W.png,col61_day89_02July2021_E.png,1.26E-304
3077,col77_day229_19November2021_E.png,col61_day89_02July2021_E.png,9.25E-252
3078,col77_day229_19November2021_W.png,col61_day89_02July2021_E.png,3.95E-302
3079,col77_day241_01December2021_E.png,col61_day89_02July2021_E.png,5.88E-204
3080,col77_day241_01December2021_W.png,col61_day89_02July2021_E.png,2.11E-256
3081,East_day105_16Apr2013_N.png,col61_day89_02July2021_E.png,3.00E-226
3082,East_day105_16Apr2013_S.png,col61_day89_02July2021_E.png,1.94E-216
3083,East_day134_14May2013_N.png,col61_day89_02July2021_E.png,4.14E-76
3084,East_day134_14May2013_S.png,col61_day89_02July2021_E.png,1.21E-82
3085,East_day169_18Jun2013_N.png,col61_day89_02July2021_E.png,1.35E-113
3086,East_day169_18Jun2013_S.png,col61_day89_02July2021_E.png,3.48E-78
3087,East_day197_16July2013_N.png,col61_day89_02July2021_E.png,1.32E-213
3088,East_day197_16July2013_S.png,col61_day89_02July2021_E.png,3.12E-229
3089,East_day224_13Aug2013_N.png,col61_day89_02July2021_E.png,1.22E-97
3090,East_day224_13Aug2013_S.png,col61_day89_02July2021_E.png,3.60E-133
3091,East_day261_18Sep2013_N.png,col61_day89_02July2021_E.png,1.28E-105
3092,East_day261_18Sep2013_S.png,col61_day89_02July2021_E.png,1.28E-173
3093,North_day105_16Apr2013_E.png,col61_day89_02July2021_E.png,6.90E-143
3094,North_day105_16Apr2013_W.png,col61_day89_02July2021_E.png,6.44E-144
3095,North_day134_14May2013_E.png,col61_day89_02July2021_E.png,4.57E-141
3096,North_day134_14May2013_W.png,col61_day89_02July2021_E.png,2.41E-132
3097,North_day169_18Jun2013_E.png,col61_day89_02July2021_E.png,8.30E-137
3098,North_day169_18Jun2013_W.png,col61_day89_02July2021_E.png,1.78E-124
3099,North_day197_16July2013_E.png,col61_day89_02July2021_E.png,2.75E-120
3100,North_day197_16July2013_W.png,col61_day89_02July2021_E.png,2.11E-123
3101,North_day224_13Aug2013_E.png,col61_day89_02July2021_E.png,2.51E-124
3102,North_day224_13Aug2013_W.png,col61_day89_02July2021_E.png,2.99E-127
3103,North_day261_18Sep2013_E.png,col61_day89_02July2021_E.png,3.50E-135
3104,North_day261_18Sep2013_W.png,col61_day89_02July2021_E.png,7.32E-132
3105,Office_day105_16Apr2013_E.png,col61_day89_02July2021_E.png,0
3106,Office_day105_16Apr2013_W.png,col61_day89_02July2021_E.png,0
3107,Office_day134_14May2013_E.png,col61_day89_02July2021_E.png,1.58E-222
3108,Office_day134_14May2013_W.png,col61_day89_02July2021_E.png,2.55E-196
3109,Office_day169_18Jun2013_E.png,col61_day89_02July2021_E.png,1.79E-153
3110,Office_day169_18Jun2013_W.png,col61_day89_02July2021_E.png,2.77E-165
3111,Office_day197_16July2013_E.png,col61_day89_02July2021_E.png,7.79E-91
3112,Office_day197_16July2013_W.png,col61_day89_02July2021_E.png,1.35E-91
3113,Office_day224_13Aug2013_E.png,col61_day89_02July2021_E.png,8.85E-87
3114,Office_day224_13Aug2013_W.png,col61_day89_02July2021_E.png,1.58E-48
3115,Office_day261_18Sep2013_E.png,col61_day89_02July2021_E.png,3.04E-135
3116,Office_day261_18Sep2013_W.png,col61_day89_02July2021_E.png,4.02E-103
3117,South_day105_16Apr2013_E.png,col61_day89_02July2021_E.png,0
3118,South_day105_16Apr2013_W.png,col61_day89_02July2021_E.png,0
3119,South_day134_14May2013_E.png,col61_day89_02July2021_E.png,0
3120,South_day134_14May2013_W.png,col61_day89_02July2021_E.png,0
3121,South_day169_18Jun2013_E.png,col61_day89_02July2021_E.png,1.07E-300
3122,South_day169_18Jun2013_W.png,col61_day89_02July2021_E.png,6.03E-299
3123,South_day197_16July2013_E.png,col61_day89_02July2021_E.png,9.08E-76
3124,South_day197_16July2013_W.png,col61_day89_02July2021_E.png,3.32E-72
3125,South_day224_13Aug2013_E.png,col61_day89_02July2021_E.png,2.27E-302
3126,South_day224_13Aug2013_W.png,col61_day89_02July2021_E.png,0
3127,South_day261_18Sep2013_E.png,col61_day89_02July2021_E.png,7.74E-183
3128,South_day261_18Sep2013_W.png,col61_day89_02July2021_E.png,1.12E-261
3129,col62_day120_02August2021_E.png,col61_day89_02July2021_W.png,3.43E-155
3130,col62_day120_02August2021_W.png,col61_day89_02July2021_W.png,2.34E-168
3131,col62_day129_11August2021_E.png,col61_day89_02July2021_W.png,1.37E-12
3132,col62_day129_11August2021_W.png,col61_day89_02July2021_W.png,2.45E-09
3133,col62_day141_23August2021_E.png,col61_day89_02July2021_W.png,4.81E-06
3134,col62_day141_23August2021_W.png,col61_day89_02July2021_W.png,2.16E-06
3135,col62_day151_02September2021_E.png,col61_day89_02July2021_W.png,4.52E-29
3136,col62_day151_02September2021_W.png,col61_day89_02July2021_W.png,0.00114141
3137,col62_day159_10September2021_E.png,col61_day89_02July2021_W.png,1.75E-07
3138,col62_day159_10September2021_W.png,col61_day89_02July2021_W.png,5.90E-12
3139,col62_day170_21September2021_E.png,col61_day89_02July2021_W.png,0.050430782
3140,col62_day170_21September2021_W.png,col61_day89_02July2021_W.png,3.18E-07
3141,col62_day180_01October2021_E.png,col61_day89_02July2021_W.png,1.33E-65
3142,col62_day180_01October2021_W.png,col61_day89_02July2021_W.png,2.31E-32
3143,col62_day190_11October2021_E.png,col61_day89_02July2021_W.png,2.55E-34
3144,col62_day190_11October2021_W.png,col61_day89_02July2021_W.png,1.74E-46
3145,col62_day200_21October2021_E.png,col61_day89_02July2021_W.png,5.92E-98
3146,col62_day200_21October2021_W.png,col61_day89_02July2021_W.png,2.19E-98
